Value,Count,bps_alabama,evt_alabama,Value_1,Count_1,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE,Aref,Bref,Cref,Dref,Eref,Agref,Urref,Unref,Ueref,Value_12,Count_12,EVT_NAME,LFRDB,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R_1,G_1,B_1,RED_1,GREEN_1,BLUE_1
45,926304.000000000000000,2114,9224,2114,18379129.000000000000000,14720,48,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000,17,23,13,38,9,0,0,0,0,9224,3946514.000000000000000,South-Central Interior Small Stream and Riparian Forest,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.000000000000000,0.360784000000000,0.000000000000000
46,301.000000000000000,2112,9224,2112,59741.000000000000000,14570,48,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000,13,21,17,28,21,0,0,0,0,9224,3946514.000000000000000,South-Central Interior Small Stream and Riparian Forest,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Tree,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,92,0,0.000000000000000,0.360784000000000,0.000000000000000
47,22261.000000000000000,2099,7974,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7974,483521211.000000000000000,Eastern Cool Temperate Row Crop,7974,2964,Da Row Crop,Agriculture,Agricultural,64,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392000000000,1.000000000000000,0.466667000000000
48,223254.000000000000000,2099,7977,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7977,313325689.000000000000000,Eastern Cool Temperate Pasture and Hayland,7977,2967,Dab Pasture and Hayland,Herb,Agricultural,67,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227,212,28,0.890196000000000,0.831373000000000,0.109804000000000
49,27293.000000000000000,2092,7925,2092,18587094.000000000000000,13050,48,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,77,3,20,II-A,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000,39,2,36,20,3,0,0,0,0,7925,7481704.000000000000000,Eastern Cool Temperate Developed Deciduous Forest,7925,2908,Dtd Developed Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.250980000000000,0.239216000000000,0.658824000000000
50,40429.000000000000000,2092,7907,2092,18587094.000000000000000,13050,48,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,77,3,20,II-A,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000,39,2,36,20,3,0,0,0,0,7907,11662895.000000000000000,Eastern Cool Temperate Urban Mixed Forest,7907,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784000000000,0.619608000000000,0.843137000000000
51,678.000000000000000,2094,7925,2094,304978.000000000000000,13070,48,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,7925,7481704.000000000000000,Eastern Cool Temperate Developed Deciduous Forest,7925,2908,Dtd Developed Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.250980000000000,0.239216000000000,0.658824000000000
52,118428.000000000000000,2099,7299,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7299,280226831.000000000000000,Developed-Roads,7299,2905,Bau Developed-Roads,Developed,Developed-Roads,25,Developed-Roads,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,1,1,1,0.003922000000000,0.003922000000000,0.003922000000000
53,28442.000000000000000,2099,7907,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7907,11662895.000000000000000,Eastern Cool Temperate Urban Mixed Forest,7907,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784000000000,0.619608000000000,0.843137000000000
54,19242.000000000000000,2099,7905,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7905,18988776.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,7905,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
55,7611.000000000000000,2099,7925,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7925,7481704.000000000000000,Eastern Cool Temperate Developed Deciduous Forest,7925,2908,Dtd Developed Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.250980000000000,0.239216000000000,0.658824000000000
56,9649.000000000000000,2099,7929,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7929,15630515.000000000000000,Eastern Cool Temperate Developed Herbaceous,7929,2911,Dgr Developed Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,158,170,215,0.619608000000000,0.666667000000000,0.843137000000000
57,72367.000000000000000,2099,7305,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7305,45499627.000000000000000,Southern Interior Low Plateau Dry-Mesic Oak Forest,7305,2305,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
58,213.000000000000000,2110,7305,2110,50425.000000000000000,14160,48,14160_48,Western Highland Rim Prairie and Barrens,Grassland,40,26,19,9,21,33,46,I-B,242,237,168,0.949020000000000,0.929412000000000,0.658824000000000,26,10,11,39,14,0,0,0,0,7305,45499627.000000000000000,Southern Interior Low Plateau Dry-Mesic Oak Forest,7305,2305,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
59,58.000000000000000,2110,7299,2110,50425.000000000000000,14160,48,14160_48,Western Highland Rim Prairie and Barrens,Grassland,40,26,19,9,21,33,46,I-B,242,237,168,0.949020000000000,0.929412000000000,0.658824000000000,26,10,11,39,14,0,0,0,0,7299,280226831.000000000000000,Developed-Roads,7299,2905,Bau Developed-Roads,Developed,Developed-Roads,25,Developed-Roads,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,1,1,1,0.003922000000000,0.003922000000000,0.003922000000000
60,425.000000000000000,2110,7977,2110,50425.000000000000000,14160,48,14160_48,Western Highland Rim Prairie and Barrens,Grassland,40,26,19,9,21,33,46,I-B,242,237,168,0.949020000000000,0.929412000000000,0.658824000000000,26,10,11,39,14,0,0,0,0,7977,313325689.000000000000000,Eastern Cool Temperate Pasture and Hayland,7977,2967,Dab Pasture and Hayland,Herb,Agricultural,67,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227,212,28,0.890196000000000,0.831373000000000,0.109804000000000
61,19227.000000000000000,2114,7975,2114,18379129.000000000000000,14720,48,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000,17,23,13,38,9,0,0,0,0,7975,16924188.000000000000000,Eastern Cool Temperate Close Grown Crop,7975,2965,Da Close Grown Crop,Agriculture,Agricultural,65,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1.000000000000000,0.929412000000000,0.466667000000000
62,724.000000000000000,2112,9315,2112,59741.000000000000000,14570,48,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000,13,21,17,28,21,0,0,0,0,9315,65401726.000000000000000,Northern & Central Native Ruderal Forest,9315,2566,Tr Northern & Central Native Ruderal Forest,Tree,Conifer-Hardwood,740,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
63,1141.000000000000000,2099,9315,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,9315,65401726.000000000000000,Northern & Central Native Ruderal Forest,9315,2566,Tr Northern & Central Native Ruderal Forest,Tree,Conifer-Hardwood,740,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
64,515204.000000000000000,2099,7321,2099,5947582.000000000000000,13210,48,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000,2,11,32,55,0,0,0,0,0,7321,66087085.000000000000000,South-Central Interior Mesophytic Forest,7321,2321,Tr South-Central Interior Mesophytic Forest,Tree,Hardwood,655,Beech-Maple-Basswood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,38,115,0.000000000000000,0.149020000000000,0.450980000000000
65,23.000000000000000,2110,7905,2110,50425.000000000000000,14160,48,14160_48,Western Highland Rim Prairie and Barrens,Grassland,40,26,19,9,21,33,46,I-B,242,237,168,0.949020000000000,0.929412000000000,0.658824000000000,26,10,11,39,14,0,0,0,0,7905,18988776.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,7905,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
66,365.000000000000000,2094,7976,2094,304978.000000000000000,13070,48,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,7976,3427964.000000000000000,Eastern Cool Temperate Fallow/Idle Cropland,7976,2966,Dab Fallow/Idle Cropland,Herb,Agricultural,66,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1.000000000000000,1.000000000000000,0.466667000000000
67,5110.000000000000000,2094,7974,2094,304978.000000000000000,13070,48,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,7974,483521211.000000000000000,Eastern Cool Temperate Row Crop,7974,2964,Da Row Crop,Agriculture,Agricultural,64,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392000000000,1.000000000000000,0.466667000000000
68,2312.000000000000000,2094,9817,2094,304978.000000000000000,13070,48,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,9817,112663632.000000000000000,Northern & Central Ruderal Meadow,9317,2568,Sh Northern & Central Ruderal Meadow & Shrubland,Herb,Exotic Herbaceous,703,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
69,49.000000000000000,2112,7976,2112,59741.000000000000000,14570,48,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000,13,21,17,28,21,0,0,0,0,7976,3427964.000000000000000,Eastern Cool Temperate Fallow/Idle Cropland,7976,2966,Dab Fallow/Idle Cropland,Herb,Agricultural,66,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1.000000000000000,1.000000000000000,0.466667000000000
70,1103.000000000000000,2094,9315,2094,304978.000000000000000,13070,48,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,9315,65401726.000000000000000,Northern & Central Native Ruderal Forest,9315,2566,Tr Northern & Central Native Ruderal Forest,Tree,Conifer-Hardwood,740,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000000000000,0.411765000000000,0.180392000000000
71,3421.000000000000000,2100,7977,2100,32170.000000000000000,13250,48,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,9,22,69,III-A,168,124,35,0.658824000000000,0.486275000000000,0.137255000000000,8,30,6,15,41,0,0,0,0,7977,313325689.000000000000000,Eastern Cool Temperate Pasture and Hayland,7977,2967,Dab Pasture and Hayland,Herb,Agricultural,67,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227,212,28,0.890196000000000,0.831373000000000,0.109804000000000
72,18978.000000000000000,2092,7927,2092,18587094.000000000000000,13050,48,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,77,3,20,II-A,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000,39,2,36,20,3,0,0,0,0,7927,6190993.000000000000000,Eastern Cool Temperate Developed Mixed Forest,7927,2910,Dtm Developed Mixed Deciduous-Evergreen Forest,Tree,Developed,15,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68,79,137,0.266667000000000,0.309804000000000,0.537255000000000
73,16996.000000000000000,2092,7975,2092,18587094.000000000000000,13050,48,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,77,3,20,II-A,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000,39,2,36,20,3,0,0,0,0,7975,16924188.000000000000000,Eastern Cool Temperate Close Grown Crop,7975,2965,Da Close Grown Crop,Agriculture,Agricultural,65,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1.000000000000000,0.929412000000000,0.466667000000000
74,13446.000000000000000,2116,7974,2116,455869.000000000000000,14790,48,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000,24,36,40,0,0,0,0,0,0,7974,483521211.000000000000000,Eastern Cool Temperate Row Crop,7974,2964,Da Row Crop,Agriculture,Agricultural,64,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392000000000,1.000000000000000,0.466667000000000
75,569.000000000000000,2112,7905,2112,59741.000000000000000,14570,48,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000,13,21,17,28,21,0,0,0,0,7905,18988776.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,7905,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
76,5921.000000000000000,2116,7305,2116,455869.000000000000000,14790,48,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000,24,36,40,0,0,0,0,0,0,7305,45499627.000000000000000,Southern Interior Low Plateau Dry-Mesic Oak Forest,7305,2305,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
77,297.000000000000000,2112,9312,2112,59741.000000000000000,14570,48,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000,13,21,17,28,21,0,0,0,0,9312,17898098.000000000000000,Northeastern North American Temperate Forest Plantation,9312,2562,Tr Northeastern North American Temperate Forest Plantation,Tree,Conifer,731,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,158,67,14,0.619608000000000,0.262745000000000,0.054902000000000
